timestamp,cpu_total,nb_usage,nb_hit_total,nb_qps
2025-08-10T05:32:03.659317,35.300,0.899446,,
2025-08-10T05:32:04.682549,27.800,0.582108,,
2025-08-10T05:32:05.686261,41.000,0.202950,,
2025-08-10T05:32:06.706505,39.000,0.113486,,
2025-08-10T05:32:07.733626,25.000,0.384299,,
